SYMBOL,BM_1 ,BM_2 ,BM_3,UC_1 ,UC_2 ,UC_3 
A2M,23340.06937,14921.82897,40351.87782,22497.93735,62513.53928,69587.1907
AAAS,27333.81181,26589.20554,29885.49801,90836.64675,95978.10859,129676.1393
AAGAB,496.1094054,2037.428132,1305.457197,4401.887502,3116.648304,3207.5372
AAK1,2353.581027,16330.30242,11261.58938,59356.90403,44977.93507,40647.96181
AAMP,29272.99668,23918.80257,27083.27291,41505.38847,53696.60626,23156.27519
AARS1,185760.8517,195189.0567,385477.1084,610031.1508,521257.0213,618229.7567
AARSD1,11773.26559,4144.493781,18821.70517,124607.155,92645.9796,119338.5333
AASDHPPT,598.5675052,1756.086676,11620.55479,22444.82313,13357.02622,23483.69089
AASS,3642.149973,2733.622036,4033.604963,7162.036376,1829.20863,8265.844083
AATF,11663.70535,9711.960979,12361.96821,22159.4482,24291.03287,21090.37997
ABCA1,46194.75932,33184.9359,46954.61749,106075.6415,92858.0115,71593.14011
ABCC1,47718.28953,67416.02075,62221.68868,83474.11723,88064.66636,53931.3191
ABCC4,11039.83114,8154.694284,8559.452269,38084.08973,6086.165027,22586.0557
ABCD1,2612.896042,22462.39211,30914.08707,27211.90898,20511.88783,2296.383952
ABCD3,3698.619715,1626.797121,1609.643931,2448.34022,5712.845354,12921.37105
ABCE1,265583.2653,278916.8713,315904.9724,929033.7717,741679.2949,922751.9444
ABCF1,28271.80748,35688.04148,44005.30869,44317.64914,44315.86609,40148.72863
ABCF2,88666.21201,58603.04341,83032.63745,149370.642,137151.3905,157143.6308
ABCF3,53234.03946,49009.40291,64860.51226,127872.5799,107381.8661,142231.3795
ABHD10,6092.939812,12601.75453,6006.075272,9820.171653,3145.325758,3054.093028
ABHD14B,201049.7628,151228.7937,251598.671,279588.0947,132763.0486,182666.2229
ABHD16A,41073.63972,47598.08418,42588.33174,86914.569,56173.6806,57712.99499
ABI3BP,2035.57833,48991.51042,1758.794189,110142.6663,4967.440554,36100.80822
ABR,149639.4403,82202.1218,93171.43604,229590.772,159950.9531,274821.3961
ABRACL,97561.95407,109214.6443,116284.3375,275213.8268,275775.5087,274642.7052
ABRAXAS2,43487.40109,31823.31237,35126.30274,55342.53045,46266.76117,50717.81705
ACAA1,98117.23143,134554.7489,216872.8344,201792.1879,107450.9381,133107.0344
ACAA2,417699.5368,365048.5587,491134.7424,384083.1544,251904.8019,393828.7981
ACACA,13935.82049,30810.55706,10585.20428,71392.69502,72896.39025,90155.03338
ACAD8,19783.79927,7018.85805,14242.49497,10250.94668,53821.0089,14341.55887
ACAD9,17704.409,8315.347223,2225.355438,10649.5877,14982.69273,21614.61486
ACADM,45687.1736,15381.79415,27980.75925,113101.8407,41673.85641,82868.65046
ACADVL,540872.3641,371267.457,434101.1835,600085.1189,517936.9021,598380.9725
ACAT1,214294.583,204240.6643,334154.9601,336860.4194,298762.6871,293983.4846
ACAT2,53777.0552,24927.74839,30388.30816,211151.6948,170793.085,174037.9542
ACBD3,161345.7497,171685.2179,261950.0136,523365.4749,367779.7403,371848.9346
ACBD5,21479.94646,20766.16095,14782.43121,13267.77901,2882.430908,9950.343093
ACBD6,14009.30634,13022.56291,15070.53371,13499.57927,12465.12484,16109.89856
ACIN1,16329.51484,12974.82522,7231.259493,34685.64582,37655.50926,47373.98011
ACLY,577295.0066,526750.8776,605882.2426,2142746.714,1664019.933,2182000.9
ACO1,97155.70286,75281.91312,53430.44336,511828.3611,368689.8572,328016.097
ACO2,118616.0943,107428.3989,144433.8577,250892.1583,211493.2978,237123.3039
ACOT2,32438.63828,28333.46677,50515.33391,76462.10467,51244.59378,63061.23547
ACOT7,301814.6399,423934.1193,549116.6292,710844.2107,585996.234,600132.7284
ACOT9,50838.97437,48738.48639,91815.11011,125410.6722,103072.7361,121614.285
ACOX1,47447.87861,28466.11069,27644.6217,60668.94244,21279.88376,34253.91733
ACOX3,25223.92427,17843.5957,20385.60044,6572.538448,5592.887663,398.9951585
ACP1,53305.22346,63465.30572,50744.04552,96716.11095,85177.90517,88240.12722
ACP2,36893.18449,42165.84756,43040.63284,30130.19075,3559.126369,28762.20511
ACSF2,10829.53032,8690.013018,3393.759583,15739.3649,5795.470318,12999.6512
ACSL1,63182.49022,61710.85747,72708.4656,102049.4549,74449.66288,83637.819
ACSL3,44673.19715,37109.07262,49810.12435,85946.32685,79770.46506,63040.3563
ACSL4,26214.41697,26637.59863,38921.06444,134507.7712,128962.1275,127549.5879
ACTA1,31442.47026,38911.49603,60758.98922,324374.4439,258710.7894,230687.6383
ACTBL2,618.4053177,498.8114577,500.8344425,38490.45552,20145.06675,23376.34641
ACTG2,6124.517611,3597.983836,5104.042576,44612.0854,22910.8356,14157.01433
ACTL6A,2013.055084,11215.23731,17488.25658,48846.2632,40105.38893,60227.89538
ACTN1,3158591.712,4322824.708,5397298.061,7969193.176,6413987.889,6265113.406
ACTN4,2405496.956,2235959.69,3008430.089,3402937.698,3828304.152,3095811.525
ACTR10,93748.69559,65018.75094,57165.08466,42638.57396,73066.57656,56411.93529
ACTR1A,220092.9367,161916.8833,202600.6814,215049.3126,170741.5407,228314.1783
ACTR2,1093692.115,1330006.442,1836514.42,3584580.672,2620282.081,2934702.337
ACTR3,633026.8149,550962.0371,701908.215,931115.1456,775114.1016,766236.5099
ACVR1,2406.10919,2328.906008,5349.499399,34166.09927,37880.99023,8927.423915
ACY1,17858.52643,21549.29103,6489.637525,37012.56168,768.414311,29913.83917
ADA,1678.84484,4376.233952,13613.26761,2078.475774,4567.118669,13227.52543
ADAM10,61507.18605,33932.58774,44899.73379,132517.9449,140323.6805,164242.3133
ADAM17,11503.65881,3669.907774,4120.715537,13254.24883,6709.527273,12596.06229
ADAM19,10884.03847,6077.627791,7944.03268,78733.73208,53786.45077,62136.16986
ADAM9,18166.01569,16493.67705,18201.56992,71028.05054,40522.80384,72933.99287
ADAR,82858.49891,68249.76358,84197.84541,152518.2006,88007.98135,110670.9886
ADARB1,1509.517788,1308.862772,1149.869674,12329.5923,12955.82947,21872.23162
ADD1,139701.9937,88432.99987,175535.3341,213940.0038,160812.9484,240917.6855
ADD3,51195.29464,54879.68497,67866.267,44061.96467,55097.74403,65658.36825
ADGRE5,20774.33294,18048.3946,33027.78865,52138.83033,18786.63808,41596.69447
ADH5,238878.7147,184018.064,292091.3892,408684.0929,339920.5848,428208.7892
ADI1,20008.2574,23374.65901,54740.72641,202512.0888,163019.1471,224597.1989
ADNP,4431.179362,6709.447245,3932.262574,18822.20109,20402.31567,24434.60864
ADPGK,16708.68099,14354.34254,18436.42127,39158.726,21250.25087,22930.22209
ADPRS,60977.7829,67921.10768,86122.90615,41842.42206,53022.81964,58956.69345
ADRM1,87600.0475,179002.1335,152897.6977,385337.7535,376338.7042,397179.8305
ADSL,67714.9981,59123.43827,68362.4996,104170.1648,89352.57823,75914.52857
ADSS2,189761.9692,193373.172,207217.7223,600535.8409,452151.7111,537108.3573
AFAP1,74010.28611,170755.436,145793.2201,153281.9214,240623.879,180982.6799
AFDN,1367.027052,5219.179991,2480.724866,1195.678188,9509.642153,6302.679969
AFG3L2,32234.27792,51783.10256,49443.89427,153049.7095,118761.9365,147859.8335
AFP,3066.9564,1242.315472,2244.18232,178294.0534,3497.317664,99392.4489
AGFG1,41696.97322,40531.5106,41274.9314,80829.23256,70452.46389,73874.10269
AGK,16959.34059,27588.82388,9014.329573,89675.0236,74094.74685,96164.86115
AGL,8150.964279,2384.900682,5940.386926,5609.389605,10009.52181,7521.301261
AGO1,12325.75971,15160.75144,16645.631,35163.32817,36612.32165,43720.11424
AGO2,25318.24924,30706.23221,50172.8128,32214.63632,64690.40399,77500.30517
AGPAT3,8293.406313,10337.12359,3232.324008,39571.38679,510.4800477,42480.69804
AGPS,115176.3047,123817.4767,152110.55,193863.0492,115894.8199,173323.6023
AGRN,3609.264169,3944.462438,272.8951363,16557.349,5973.03826,6554.900015
AHCTF1,15011.21886,13932.19797,13659.66924,24648.97603,17658.80392,30328.551
AHCY,776129.777,351083.7987,651271.6524,2130545.833,523612.3882,2168988.737
AHCYL1,61313.69073,31488.40656,118284.3526,97608.38837,72420.88613,131127.4684
AHNAK,2127784.391,2449621.973,4288959.582,2913750.527,3268191.327,3424768.798
AHNAK2,137553.8596,73740.31004,115596.296,623290.5176,475740.1472,548244.0147
AHSA1,122102.9481,75822.69081,154491.8225,158018.1993,181781.3296,158531.5272
AIDA,30363.3543,36669.01488,37248.81332,43201.22952,29942.04071,41607.33606
AIFM1,97595.60873,138888.464,113991.4822,276993.3253,136722.5695,244958.79
AIMP1,172196.2549,116674.0123,241331.0447,440100.9462,388842.5346,427855.9598
AIMP2,13255.09667,19320.10524,25924.55038,27932.64853,3697.316462,21261.44461
AIP,157461.9726,130443.9306,178306.3354,239270.2311,118716.1054,184534.6349
AK1,751557.8853,523799.1351,814374.3234,450924.4543,387770.2841,371784.7946
AK2,1466367.406,1597708.666,2015353.764,2449986.436,2093538.392,1899657.031
AK3,56546.29939,40009.46315,96590.95919,75465.33854,33017.32746,40614.91142
AK4,92351.83476,127866.006,166419.1936,40028.65633,31362.066,20660.69109
AK5,20846.20067,8771.744913,12611.83829,3026.443014,1968.745261,19446.25266
AKAP12,148707.9436,126810.0378,91187.556,43244.52171,279876.5553,85759.82872
AKAP17A,14715.26968,158788.6093,5295.077211,26561.10873,26762.13329,9630.020267
AKAP2,172201.0405,337669.0932,436754.4038,214671.009,166299.0509,217382.785
AKAP8,3647.146195,2975.245772,13594.01624,3075.971767,28679.46982,2443.821849
AKAP9,327.9810708,15579.96177,19504.80104,53955.73871,29103.8692,39975.17596
AKR1A1,136421.7807,155961.5128,260995.8641,274730.3906,225770.1984,262584.6775
AKR1B1,412651.8039,268849.4755,385713.9529,374682.3268,339181.0926,333265.5421
AKR1C2,9608.122429,2075.340215,8051.993007,6737.495442,6171.382716,1926.121186
AKR1C3,8670.468457,331.3053088,3162.1779,2883.653232,1520.279377,12367.26689
AKR7A2,136064.1919,152870.3528,209291.9571,129016.4723,114200.1969,92590.21758
AKT1,14066.73229,10802.42532,10546.47533,10884.32368,6107.66125,6522.088639
AKT1S1,74380.91393,78418.46011,63314.81922,106637.3173,120466.8458,142566.8793
AKT3,17399.70535,5085.218596,17456.52499,33357.44264,2192.989734,31712.74832
ALAD,36085.74995,41103.19283,69374.28705,51662.54363,25116.88863,39284.75989
ALB,32374.90633,33121.28494,28689.15807,1676990.854,244065.187,457997.5048
ALCAM,306431.9173,308341.4385,326578.8599,497098.5961,493847.3247,538602.9641
ALDH16A1,1388.26835,2086.85238,2215.7996,6450.537729,4120.930676,3364.024181
ALDH18A1,258544.058,253070.6893,309443.1693,905386.1015,468131.3577,678246.1872
ALDH1A1,23909.1429,28584.28412,45293.63783,868282.0916,190941.6167,117324.5597
ALDH1A3,61218.11872,20899.14571,57677.90365,768220.5686,435218.5319,414281.0629
ALDH1B1,17950.88088,25906.05995,42678.64808,30770.12534,64839.69161,43699.62985
ALDH1L1,10755.64015,116499.9706,161275.9437,143972.0583,100153.4733,111135.8231
ALDH1L2,232344.0504,165418.4059,291823.7976,207915.1384,154693.1203,274694.2284
ALDH2,61938.14462,67732.99579,16888.3518,177026.3688,183884.9969,155900.5936
ALDH3A2,6627.134921,11488.42574,10839.99718,2710.264993,4874.189232,3953.106503
ALDH6A1,26949.22827,53800.3673,35155.64527,6204.418962,12062.20907,35757.49329
ALDH7A1,300729.2354,271211.2072,424717.7048,613342.632,425609.6899,525751.9895
ALDH8A1,39672.39721,37363.17395,4982.882453,58355.12777,9684.26932,59154.36617
ALDH9A1,221898.9546,187840.2479,313253.3741,434012.7185,410296.5684,372729.493
ALDOA,1568100.499,1575541.573,2568596.354,6404512.685,4620953.792,3972235.792
ALDOC,26879.32393,53124.45541,71266.02065,104797.3743,58067.98591,92639.56194
ALG1,22913.31588,59785.05472,33225.19877,55970.432,18846.20041,42483.14312
ALG11,23133.74355,33679.0522,14255.71268,52925.71986,40551.5367,68028.41021
ALG14,4272.229704,68927.23576,4078.130077,127039.9616,64405.32305,84131.20673
ALG2,42077.68604,65776.10634,63519.28556,97286.44236,57301.64789,63290.7373
ALG3,6210.271634,8554.325966,7921.227567,19243.25902,9896.838397,18896.04575
ALG5,2649.049231,935.8965993,3315.168845,9546.673927,5878.0146,17984.96425
ALG8,4579.160582,9559.334783,14148.46746,16426.18164,9690.070511,6016.888279
ALG9,16113.5508,15468.96394,30890.84031,31102.74811,1815.244834,23677.04577
ALPL,398.9951482,2296.949053,5961.462706,439.6488788,5460.674064,778.1298853
ALS2,12064.51333,7073.368665,2369.067103,4441.422631,3132.538487,13506.37235
ALYREF,246326.2252,375754.9717,302352.1335,560003.9883,468274.979,624018.3961
AMDHD2,9885.205163,8975.770548,22718.40082,41431.33955,34266.33125,37941.37032
AMIGO2,4186.702042,15558.7423,1647.027586,65581.08053,28091.47284,37062.77464
AMOTL2,9000.005726,4608.97445,112750.021,2349.966174,34008.98038,1188.476986
AMPD2,93425.02549,76269.24472,68374.00075,72530.3589,81956.32647,62165.91856
ANAPC1,27471.10769,15776.08077,13790.20837,34496.19281,18311.53975,82890.42925
ANAPC4,1236.98358,1811.439154,3440.602908,4609.030895,1220.612677,1580.690011
ANAPC7,30876.38351,23752.11099,27375.34334,54493.67527,42724.28646,55677.12201
ANK3,4762.697366,3830.947037,8501.667739,1347.880777,2816.247071,4254.632531
ANKMY2,871.0756627,6310.087327,336.709257,14523.8632,1510.639625,5364.733018
ANKRD13A,49382.0956,48027.57501,74463.08032,44989.00906,42861.87621,62574.04337
ANKRD27,2224.109768,4269.654694,9670.372536,368.0614445,2739.376158,6011.909036
ANKRD28,9941.453221,4158.463845,7295.220399,5716.476475,11547.14903,13480.58157
ANKRD50,5767.968762,3719.226739,2474.974578,14155.63939,22421.2266,17010.01949
ANO10,47922.66376,8258.308875,31487.32819,3950.324986,5151.639313,33354.35839
ANP32A,15017.5138,1947.969728,3796.745048,17155.99315,17078.15119,30792.41058
ANP32B,214067.2719,344594.1234,367166.456,528496.3991,290713.3832,558475.5102
ANP32E,228369.0654,190654.8343,223805.0342,397076.8686,322556.3909,466823.8185
ANPEP,1070489.087,628319.0645,891151.6154,345975.9269,85255.76576,240913.5008
ANTXR1,8783.617313,3085.981231,11016.3714,4487.912058,7080.023678,13308.0309
ANTXR2,36730.661,7415.171764,16630.62137,69039.31724,87084.29202,94172.91666
ANXA1,3849287.059,3352050.241,4483625.168,12195879.21,3582556.731,4222267.485
ANXA10,62096.2232,49603.26261,126550.7739,309885.3658,292386.9435,274970.7217
ANXA11,641113.2247,500439.5413,712937.8555,1095555.351,769580.599,695645.9484
ANXA2,5310696.698,2664135.261,4025844.589,1878024.91,2089005.339,1439736.198
ANXA3,8282.928795,5374.701361,1173.582351,669.9716332,13512.50044,2125.605051
ANXA4,318237.6921,389584.3162,467934.8621,163563.5237,201722.6734,116049.9296
ANXA5,2889351.436,2347950.957,3024751.126,3481421.139,3978779.257,4098373.655
ANXA6,2867274.452,2867589.692,3631796.226,6576102.174,6100461.711,6003009.508
ANXA7,333032.9974,306689.4,467885.0312,374286.4841,323201.9259,458537.1442
AP1B1,81832.63466,71588.15423,92184.74652,166068.1294,118023.6237,97476.05526
AP1G1,248653.4709,207966.9358,258627.369,421668.1313,412015.2827,411499.2291
AP1M1,173662.9608,188139.7814,248016.2737,367610.9161,277142.2529,306371.9886
AP1S2,25555.37048,26023.42613,27428.79023,59735.49765,51057.24349,50696.75665
AP2A1,210707.3525,211294.4208,360717.0385,363874.3809,354796.6089,279490.8605
AP2A2,152877.5339,142945.1421,163201.0354,121564.4954,136225.6528,197791.1411
AP2B1,132147.0853,109608.6899,170634.1957,272492.4461,203257.4631,201560.017
AP2M1,135215.2711,138578.4512,184314.3035,249006.149,276150.054,275527.6563
AP2S1,17421.75873,21362.90511,28620.23496,40770.82602,25795.48843,31458.7705
AP3B1,216363.9292,212470.2875,253919.202,462438.9788,445530.0186,561589.6207
AP3D1,139710.8198,123903.311,192637.0437,350736.5437,199556.9637,289475.3002
AP3M1,76489.09291,78879.66595,105694.1124,355200.7637,273361.3764,366065.5848
AP3S1,72551.77179,45110.00526,74416.07706,143754.5977,161971.9506,156116.7953
AP4B1,5127.595686,10235.35458,5005.022927,13491.90367,4894.020626,7209.638063
AP4E1,3164.62183,940.9323562,2485.872123,6173.979349,4063.805203,4492.289836
AP4S1,11121.14054,11407.96118,14287.9092,28795.21753,26902.51735,26803.73777
APAF1,4177.590769,3401.168857,3055.050046,10549.67759,16202.54296,21760.11428
APEH,173433.5011,142186.7666,190158.1283,255921.3569,176385.1759,241617.9792
APEX1,210960.48,171517.022,162160.0459,167790.4844,49716.53798,129326.6776
API5,71811.61536,71515.98274,74843.88965,63767.47817,45773.03011,70245.31851
APIP,2805.495162,18367.99927,27705.59543,67926.74866,96882.4631,65748.05791
APMAP,181119.973,190002.2214,268069.3349,453468.8457,325172.9808,399028.2429
APOA1,1762.808508,12748.19179,3210.441654,36713.07651,22168.31334,15336.88031
APOB,70401.37312,106494.2241,157524.9588,590467.2169,760147.5243,582721.5753
APOBEC3C,9639.67567,15122.86684,4391.678079,28590.0391,27029.28889,35843.96616
APOE,13964.36285,24270.7584,10074.69643,32747.24509,26675.43738,7115.317864
APOH,52651.1374,3824.752217,67682.25278,49904.53774,49641.71388,44497.35497
APOL2,37341.28473,64706.05299,87220.90623,36581.49677,54620.13212,70235.37159
APP,17496.9715,45907.5628,27828.80813,81286.89619,101367.0732,80651.54788
APPL1,16660.20406,33271.42611,8114.726199,19347.03089,5716.607317,30016.7602
APPL2,81135.73483,49430.14349,101777.2526,64765.93945,59494.49907,49503.39784
APRT,183227.9768,28903.07388,243516.4706,416106.7661,273118.9385,426725.2252
ARAF,3487.235136,17769.08584,21075.08173,1211.505946,10041.60511,15414.03659
ARAP3,2242.237128,1183.839375,1885.200343,14883.67476,5988.09658,4222.303846
ARCN1,323310.727,279470.0029,460504.2965,787768.7465,681922.0671,788496.9671
ARF1,72894.71858,87724.06558,121660.4101,114046.1055,88066.14961,93934.5181
ARF4,52073.25542,118601.2646,133033.8591,96050.73877,92793.23988,95995.7095
ARF5,88611.04953,72797.13124,91996.69201,39139.46253,31064.88663,31973.33686
ARF6,86392.51852,52766.60011,84412.22521,32579.15474,34808.44817,12471.36165
ARFGAP1,18732.50609,12175.90555,21097.69592,76575.77561,20904.85761,32174.17446
ARFGAP2,31612.84766,33380.17971,60085.59525,57500.98762,65787.2548,70897.77653
ARFGAP3,33311.42114,12819.79766,27965.49228,91007.58523,56641.01192,68202.47081
ARFGEF2,10400.55137,8004.854373,1898.079383,311.385049,5495.293844,773.782752
ARFIP1,27113.44516,398.5837541,33895.07777,35754.20707,24328.19037,36184.08398
ARFRP1,3391.521976,4007.170201,1557.645704,11599.81413,2851.116604,10163.18392
ARHGAP1,382345.3183,313284.9804,381653.3798,353755.1808,202124.8718,247705.8677
ARHGAP17,20531.16903,24195.99876,27812.86021,38678.22045,33161.29193,37746.41121
ARHGAP18,22099.8502,61427.31393,22936.9347,83052.28535,57661.77269,76235.26085
ARHGAP21,7098.920349,1415.55237,925.3982853,12604.88389,473.1208826,7217.946986
ARHGAP31,1134.351258,512.9514278,8001.48625,6051.559028,6227.032782,865.6879487
ARHGAP35,24021.46119,35057.523,42601.30904,27707.21679,17260.32446,32508.86067
ARHGDIA,900514.1492,1435728.346,1829355.458,1721459.374,1467098.574,1992393.197
ARHGDIB,135553.2306,99210.88218,170984.8931,29300.58704,275732.0484,50935.99279
ARHGEF1,29987.41926,31646.51055,51579.86741,81118.63591,55902.63109,82738.28483
ARHGEF10,11183.45265,10867.98696,18350.61929,19954.23469,14362.94738,13788.39381
ARHGEF12,12847.81109,10161.91129,5179.840899,122529.4957,59689.75457,53711.71605
ARHGEF2,71596.77195,65978.96469,88533.78847,91151.05648,41765.26267,144608.4485
ARHGEF7,12306.73689,15503.14185,8741.470784,8138.163979,421.3941713,3363.601408
ARIH1,113022.1659,63996.30505,38621.73353,93942.29646,82201.79511,82854.04238
ARL1,4531.310387,3886.659023,2024.157467,3281.325724,5757.904863,3262.345316
ARL15,10159.56599,2891.295349,2283.770618,12553.89715,15085.23902,11697.5627
ARL2,538679.0875,560936.1801,701008.3298,1137601.382,943030.3554,1212736.861
ARL2BP,14270.49448,6235.91629,17240.80769,38788.08981,51605.51096,52833.32581
ARL3,100681.2175,87238.53028,136500.0898,301026.6424,133991.6786,173795.4888
ARL6IP1,16162.59846,10440.4821,13818.28788,55131.16708,53642.82914,84754.14901
ARL6IP5,48177.8787,35640.90691,50072.80272,2458.346974,2311.785882,1045.19826
ARL8A,47292.71984,53677.99784,64203.74624,32169.06285,19943.59375,22714.74601
ARL8B,96945.84348,84911.63327,124214.369,81666.82636,83101.23,70765.29172
ARMC10,17257.04109,16668.47534,51209.87504,39265.70955,40083.9982,68726.15169
ARMC8,8076.539554,16420.28149,16113.59252,27718.16326,25399.54631,31258.53259
ARMC9,6566.013483,12103.90863,11807.17745,41803.49751,24092.58213,16455.381
ARMCX1,17670.82779,10519.10822,13420.46176,31739.40017,18481.36699,13569.19972
ARMCX3,7168.275598,3156.371986,13797.70202,379.3383082,3784.572505,1978.729112
ARMT1,1421.735309,1988.863706,3074.776196,32240.04489,36789.39829,31976.37002
ARPC1A,47548.36979,88873.1999,106441.9099,95108.77682,92654.69435,112152.6997
ARPC1B,311166.3584,266831.1519,313888.803,385426.1077,313966.591,343408.7168
ARPC2,541713.7845,510524.874,711713.3565,1039809.472,805592.7784,840073.4892
ARPC3,245584.0041,233120.1299,334235.9298,878043.8062,812122.8421,796391.288
ARPC4,1281362.25,1146734.791,1436794.271,4490768.39,3353450.623,4283302.79
ARPC5,825068.0122,802974.8906,987659.9023,2858866.909,2294713.151,2724611.928
ARPC5L,112932.0472,115422.2484,136516.3087,287741.7236,244706.125,301856.7147
ARPIN,10356.32494,7772.205318,22056.48659,5784.572424,1821.533172,30198.88997
ARSA,70761.55214,46108.28387,131386.5565,56591.93314,43603.74112,48331.08961
ARSB,72354.66505,53284.13215,86446.65654,51688.79568,43524.85689,37882.11576
ARVCF,14424.84327,12859.86838,9081.843464,12132.36874,16831.20344,7458.370909
ASAH1,171642.091,198587.0298,304501.9576,269379.0541,139126.068,153846.4158
ASAP1,2096.272159,1607.27655,1669.866369,5009.722305,4386.204898,2085.519862
ASB3,2431.293553,2374.704619,3429.121701,8834.007053,7120.825371,7512.178182
ASCC2,29952.84725,27420.91389,18489.83926,109456.5987,78313.04817,82726.24774
ASCC3,57758.23053,33755.25452,59097.74296,196800.8651,133810.7663,165801.4892
ASF1A,1795.515498,5833.470774,4731.54565,4867.111507,10768.30019,1857.403684
ASH2L,35641.29016,33410.15229,87730.76706,81146.62894,93106.48429,5552.669092
ASL,54540.65481,19285.70942,70245.9749,65897.86109,39783.15566,33160.35056
ASMTL,51553.23128,47578.68702,64005.69917,114947.3383,175943.3051,113405.3106
ASNS,237985.6092,836129.8547,741226.8055,411139.2116,202646.9825,794735.0476
ASPH,255187.326,177335.9273,187558.3449,377810.4896,227663.7155,279712.6982
ASPSCR1,6728.630357,5516.046492,7593.683708,14902.61344,11847.90932,18556.30028
ASS1,102190.0478,72918.51629,121861.61,181795.6168,100091.4794,172410.3306
ATG12,12228.24312,15364.74101,19868.40476,19508.78598,19880.38918,16966.45061
ATG3,129880.18,121624.1504,149248.0296,249375.0637,120668.1914,116624.6123
ATG5,18370.75441,22896.94857,28815.63372,45389.68694,36920.25064,23986.2323
ATG7,12260.32431,24319.12854,36182.72476,115438.4803,73234.13676,112227.5361
ATG9A,27259.93687,31911.87993,28115.28673,27186.96066,30611.30565,31570.90803
ATIC,269218.3561,191102.0482,308474.2358,681515.8404,733756.3762,828897.7318
ATL3,293467.8681,244019.0783,286910.4852,169658.1371,88529.65098,110655.595
ATM,2904.663642,5870.086071,2913.604718,16154.43303,8238.183365,20582.64437
ATOX1,73729.28352,79352.50334,117896.0701,85430.30788,50111.83859,66623.57762
ATP13A1,88726.98355,82399.38015,118065.7771,218290.2751,78514.38742,176434.562
ATP13A3,16871.13963,14977.27807,12958.56437,42600.002,25110.96196,56628.64993
ATP1A1,192638.1903,153989.0903,161958.2374,401090.4788,369666.2677,339849.632
ATP1B1,14405.33099,15566.73916,21308.39613,80303.53908,79353.2693,71220.49274
ATP1B3,221426.8541,185155.7209,206525.4419,437850.984,254511.3721,269611.4614
ATP2A2,357981.7005,269441.6106,272932.5641,641869.5888,542736.6234,433657.8809
ATP2B1,18694.68403,54554.56646,32634.27055,47926.96587,144449.8477,44388.95738
ATP2B4,150888.8933,250138.9723,358273.7954,197617.7838,196557.7607,155725.3079
ATP2C1,49022.98041,22463.08323,47171.40308,179452.1225,152266.1227,114547.629
ATP5F1A,2829058.189,2213953.44,3364271.335,7094524.712,4676273.87,5163496.713
ATP5F1B,3444768.696,2384858.285,3877181.888,9655021.759,6541197.858,8194581.069
ATP5F1C,168425.4539,130667.032,184568.1483,265916.3073,144166.7569,189973.8026
ATP5F1D,43634.88703,71362.15221,113348.9117,102598.2044,99878.19175,131318.546
ATP5MD,2565.595435,1983.84064,42884.42264,63264.57315,69717.00902,65921.79077
ATP5ME,195726.5937,151859.1407,239977.319,164692.8545,148486.3816,87331.86356
ATP5MF,55737.40334,31924.45963,62309.11851,289812.5795,216685.3689,200967.0562
ATP5MG,949.3578758,1185.10717,167693.6782,234694.0429,6288.000202,21049.30532
ATP5PB,344422.3214,305061.6376,458273.8195,1030384.48,696629.7193,176499.9192
ATP5PD,266607.7983,184733.283,16123.69913,588214.4665,389837.8651,505645.6477
ATP5PF,153866.9672,131401.2286,198739.3782,254176.6756,157398.2371,201751.4585
ATP5PO,270132.82,224275.7321,375925.4996,884449.4492,638773.0785,693786.3671
ATP6AP1,16060.24785,8891.23599,502.1477766,46232.24544,25472.77418,41138.70943
ATP6AP2,3784.859944,5463.374572,761.215534,747.5014796,21627.59548,18750.28144
ATP6V0A1,727.0386331,916.4229079,2256.523628,8245.816021,9054.602608,2889.44659
ATP6V0C,63511.8813,54071.97011,69183.16503,75683.46674,55570.2016,78394.80066
ATP6V0D1,78487.80646,73716.73844,95395.97974,193152.9047,143734.7166,164246.3763
ATP6V1A,268678.6789,214001.2627,302900.7181,394944.0321,304184.755,342424.3641
ATP6V1B2,151671.3081,120216.4961,193508.5941,186187.4999,106043.0979,145957.0134
ATP6V1C1,132582.8318,198331.3879,167370.1446,247874.3594,181213.1037,250777.7355
ATP6V1D,26490.60435,20686.3709,26984.82646,41070.66327,28145.79834,27974.61324
ATP6V1E1,91085.33555,112884.639,161027.4684,64403.48128,122173.4513,83154.29304
ATP6V1H,72978.33791,61017.91193,85231.32842,125288.2326,119013.5198,61919.33395
ATP8B1,7855.917192,9302.297756,16790.86848,9543.560677,10374.58553,16803.19763
ATRX,968.6026988,3629.791598,1443.540115,2806.672353,1123.343198,7321.506965
ATXN10,98056.94183,77662.67848,148431.2087,338754.9783,256466.9271,353636.8566
ATXN2,26781.1708,29320.13243,34358.24403,78071.73358,74843.63468,80864.87545
ATXN2L,99170.71597,110975.5745,136557.2482,253568.7111,211230.2481,248194.3717
AUP1,41802.06906,39355.73496,39278.61079,39533.10125,26951.17133,35447.8683
AVEN,17887.40002,13096.87237,25478.8396,68529.22047,48641.95386,63396.33517
AXL,43586.80871,48035.74863,34727.33845,85957.56837,55267.24458,93283.20975
B2M,210332.7931,368123.0445,489669.2902,115551.4761,99980.75719,112179.6206
B3GALT6,1363.799801,801.7926374,2257.042078,9600.140112,333.5285003,12163.06555
B3GAT3,7332.226774,9426.961107,11357.86523,62963.58515,30615.39692,35013.28236
B3GLCT,3999.273915,1477.424909,1666.23801,4193.854261,2951.320811,2791.744677
